Date,Open,High,Low,Close,Adj Close,Volume
2019-10-16,51.48,52.42,51.38,51.95,51.95,33420500
2019-10-17,52.5,52.96,52.03,52.39,52.39,23846500
2019-10-18,52.14,52.56,51.02,51.39,51.39,28749000
2019-10-21,51.67,51.9,50.04,50.7,50.7,25101500
2019-10-22,50.86,51.67,50.17,51.12,51.12,23004000
2019-10-23,50.9,51.23,50.27,50.94,50.94,26305500
2019-10-24,59.67,60.99,57.84,59.94,59.94,148604500
2019-10-25,59.54,66.0,59.22,65.63,65.63,150030500
2019-10-28,65.51,68.17,64.52,65.54,65.54,94351500
2019-10-29,64.0,64.86,62.95,63.24,63.24,63421500
2019-10-30,62.6,63.76,61.99,63.0,63.0,48209000
2019-10-31,62.62,63.8,62.6,62.98,62.98,25335000
2019-11-01,63.26,63.3,61.96,62.66,62.66,31919500
2019-11-04,62.96,64.39,61.85,63.49,63.49,43935000
2019-11-05,63.92,64.7,63.22,63.44,63.44,34717000
2019-11-06,63.6,65.34,62.9,65.32,65.32,39704500
2019-11-07,65.83,68.3,65.6,67.11,67.11,72336500
2019-11-08,66.9,67.49,66.5,67.43,67.43,30346000
2019-11-11,68.79,69.84,68.4,69.02,69.02,49933500
2019-11-12,69.38,70.07,68.81,69.99,69.99,36797000
2019-11-13,71.0,71.27,69.04,69.22,69.22,42100500
2019-11-14,69.22,70.77,68.58,69.87,69.87,32324500
2019-11-15,70.13,70.56,69.67,70.43,70.43,24045000
2019-11-18,70.58,70.63,69.22,70.0,70.0,22002000
2019-11-19,70.35,72.0,69.56,71.9,71.9,38624000
2019-11-20,72.0,72.24,69.91,70.44,70.44,33625500
2019-11-21,70.9,72.17,70.8,70.97,70.97,30550000
2019-11-22,68.03,68.2,66.0,66.61,66.61,84353000
2019-11-25,68.86,68.91,66.89,67.27,67.27,61697500
2019-11-26,67.05,67.1,65.42,65.78,65.78,39737000
2019-11-27,66.22,66.79,65.71,66.26,66.26,27778000
2019-11-29,66.22,66.25,65.5,65.99,65.99,12328000
2019-12-02,65.88,67.28,65.74,66.97,66.97,30372500
2019-12-03,66.52,67.58,66.44,67.24,67.24,32868500
2019-12-04,67.55,67.57,66.57,66.61,66.61,27665000
2019-12-05,66.57,66.88,65.45,66.07,66.07,18623000
2019-12-06,67.0,67.77,66.95,67.18,67.18,38062000
2019-12-09,67.32,68.89,67.02,67.91,67.91,45115500
2019-12-10,67.99,70.15,67.86,69.77,69.77,44141500
2019-12-11,70.38,71.44,70.22,70.54,70.54,34489000
2019-12-12,70.98,72.55,70.65,71.94,71.94,38819500
2019-12-13,72.21,73.04,70.93,71.68,71.68,32854500
2019-12-16,72.51,76.72,72.5,76.3,76.3,90871000
2019-12-17,75.8,77.1,75.18,75.8,75.8,42484000
2019-12-18,76.13,79.04,76.12,78.63,78.63,70605000
2019-12-19,79.46,81.37,79.3,80.81,80.81,90535500
2019-12-20,82.06,82.6,80.04,81.12,81.12,73763500
2019-12-23,82.36,84.4,82.0,83.84,83.84,66598000
2019-12-24,83.67,85.09,82.54,85.05,85.05,40273500
2019-12-26,85.58,86.7,85.27,86.19,86.19,53169500
2019-12-27,87.0,87.06,85.22,86.08,86.08,49728500
2019-12-30,85.76,85.8,81.85,82.94,82.94,62932000
2019-12-31,81.0,84.26,80.42,83.67,83.67,51428500
